ime,spol,leto_rojstva,leto_smrti,nominacija,oskar,stevilo,prvi_film
Matt Damon,M,1970,~,Stranska,False,1,Good Will Hunting
Matt Damon,M,1970,~,Stranska,True,0,Good Will Hunting
Dorothy Dandridge,F,1922,1965,Glavna,False,1,Carmen Jones
Dorothy Dandridge,F,1922,1965,Glavna,True,0,Carmen Jones
Dorothy Dandridge,F,1922,1965,Stranska,False,0,Carmen Jones
Dorothy Dandridge,F,1922,1965,Stranska,True,0,Carmen Jones
Bobby Darin,M,1936,1973,Glavna,False,0,"Captain Newman, M.D."
Bobby Darin,M,1936,1973,Glavna,True,0,"Captain Newman, M.D."
Bobby Darin,M,1936,1973,Stranska,False,1,"Captain Newman, M.D."
Bobby Darin,M,1936,1973,Stranska,True,0,"Captain Newman, M.D."
Jane Darwell,F,1879,1967,Glavna,False,0,"Grapes of Wrath, The"
Jane Darwell,F,1879,1967,Glavna,True,0,"Grapes of Wrath, The"
Jane Darwell,F,1879,1967,Stranska,False,0,"Grapes of Wrath, The"
Jane Darwell,F,1879,1967,Stranska,True,1,"Grapes of Wrath, The"
Jaye Davidson,M,1968,~,Glavna,False,0,"Crying Game, The"
Jaye Davidson,M,1968,~,Glavna,True,0,"Crying Game, The"
Jaye Davidson,M,1968,~,Stranska,False,1,"Crying Game, The"
Jaye Davidson,M,1968,~,Stranska,True,0,"Crying Game, The"
Bette Davis,F,1908,1989,Glavna,False,0,Dangerous [w 8]
Bette Davis,F,1908,1989,Glavna,True,2,Dangerous [w 8]
Bette Davis,F,1908,1989,Stranska,False,0,Dangerous [w 8]
Bette Davis,F,1908,1989,Stranska,True,0,Dangerous [w 8]
Geena Davis,F,1956,~,Glavna,False,1,"Accidental Tourist, The"
Geena Davis,F,1956,~,Glavna,True,0,"Accidental Tourist, The"
Geena Davis,F,1956,~,Stranska,False,0,"Accidental Tourist, The"
Geena Davis,F,1956,~,Stranska,True,1,"Accidental Tourist, The"
Judy Davis,F,1955,~,Glavna,False,1,"Passage to India, A"
Judy Davis,F,1955,~,Glavna,True,0,"Passage to India, A"
Judy Davis,F,1955,~,Stranska,False,1,"Passage to India, A"
Judy Davis,F,1955,~,Stranska,True,0,"Passage to India, A"
Viola Davis,F,1965,~,Glavna,False,2,Fences
Viola Davis,F,1965,~,Glavna,True,0,Fences
Viola Davis,F,1965,~,Stranska,False,1,Fences
Viola Davis,F,1965,~,Stranska,True,1,Fences
Bruce Davison,M,1946,~,Glavna,False,0,Longtime Companion
Bruce Davison,M,1946,~,Glavna,True,0,Longtime Companion
Bruce Davison,M,1946,~,Stranska,False,1,Longtime Companion
Bruce Davison,M,1946,~,Stranska,True,0,Longtime Companion
Andra Day,F,1984,~,Glavna,False,1,"United States vs. Billie Holiday, The"
Andra Day,F,1984,~,Glavna,True,0,"United States vs. Billie Holiday, The"
Andra Day,F,1984,~,Stranska,False,0,"United States vs. Billie Holiday, The"
Andra Day,F,1984,~,Stranska,True,0,"United States vs. Billie Holiday, The"
Doris Day,F,1922,2019,Glavna,False,1,Pillow Talk
Doris Day,F,1922,2019,Glavna,True,0,Pillow Talk
Doris Day,F,1922,2019,Stranska,False,0,Pillow Talk
Doris Day,F,1922,2019,Stranska,True,0,Pillow Talk
Daniel Day-Lewis,M,1957,~,Glavna,False,3,My Left Foot [w 9]
Daniel Day-Lewis,M,1957,~,Glavna,True,3,My Left Foot [w 9]
Daniel Day-Lewis,M,1957,~,Stranska,False,0,My Left Foot [w 9]
Daniel Day-Lewis,M,1957,~,Stranska,True,0,My Left Foot [w 9]
Ana de Armas,F,1988,~,Glavna,False,1,Blonde
Ana de Armas,F,1988,~,Glavna,True,0,Blonde
Ana de Armas,F,1988,~,Stranska,False,0,Blonde
Ana de Armas,F,1988,~,Stranska,True,0,Blonde
Olivia de Havilland,F,1916,2020,Glavna,False,2,To Each His Own [w 10]
Olivia de Havilland,F,1916,2020,Glavna,True,2,To Each His Own [w 10]
Olivia de Havilland,F,1916,2020,Stranska,False,1,To Each His Own [w 10]
Olivia de Havilland,F,1916,2020,Stranska,True,0,To Each His Own [w 10]
Robert De Niro,M,1943,~,Glavna,False,4,Raging Bull [w 11]
Robert De Niro,M,1943,~,Glavna,True,1,Raging Bull [w 11]
Robert De Niro,M,1943,~,Stranska,False,2,Raging Bull [w 11]
Robert De Niro,M,1943,~,Stranska,True,1,Raging Bull [w 11]
Vittorio De Sica,M,1901,1974,Glavna,False,0,"Farewell to Arms, A"
Vittorio De Sica,M,1901,1974,Glavna,True,0,"Farewell to Arms, A"
Vittorio De Sica,M,1901,1974,Stranska,False,1,"Farewell to Arms, A"
Vittorio De Sica,M,1901,1974,Stranska,True,0,"Farewell to Arms, A"
Marina de Tavira,F,1974,~,Glavna,False,0,Roma
Marina de Tavira,F,1974,~,Glavna,True,0,Roma
Marina de Tavira,F,1974,~,Stranska,False,1,Roma
Marina de Tavira,F,1974,~,Stranska,True,0,Roma
James Dean,M,1931,1955,Glavna,False,2,East of Eden
James Dean,M,1931,1955,Glavna,True,0,East of Eden
James Dean,M,1931,1955,Stranska,False,0,East of Eden
James Dean,M,1931,1955,Stranska,True,0,East of Eden
Ruby Dee,F,1922,2014,Glavna,False,0,American Gangster
Ruby Dee,F,1922,2014,Glavna,True,0,American Gangster
Ruby Dee,F,1922,2014,Stranska,False,1,American Gangster
Ruby Dee,F,1922,2014,Stranska,True,0,American Gangster
Benicio del Toro,M,1967,~,Glavna,False,0,Traffic
Benicio del Toro,M,1967,~,Glavna,True,0,Traffic
Benicio del Toro,M,1967,~,Stranska,False,1,Traffic
Benicio del Toro,M,1967,~,Stranska,True,1,Traffic
Ariana DeBose,F,1991,~,Glavna,False,0,West Side Story
Ariana DeBose,F,1991,~,Glavna,True,0,West Side Story
Ariana DeBose,F,1991,~,Stranska,False,0,West Side Story
Ariana DeBose,F,1991,~,Stranska,True,1,West Side Story
William Demarest,M,1892,1983,Glavna,False,0,"Jolson Story, The"
William Demarest,M,1892,1983,Glavna,True,0,"Jolson Story, The"
William Demarest,M,1892,1983,Stranska,False,1,"Jolson Story, The"
William Demarest,M,1892,1983,Stranska,True,0,"Jolson Story, The"
Judi Dench,F,1934,~,Glavna,False,5,Shakespeare in Love
Judi Dench,F,1934,~,Glavna,True,0,Shakespeare in Love
Judi Dench,F,1934,~,Stranska,False,2,Shakespeare in Love
Judi Dench,F,1934,~,Stranska,True,1,Shakespeare in Love
Catherine Deneuve,F,1943,~,Glavna,False,1,Indochine
Catherine Deneuve,F,1943,~,Glavna,True,0,Indochine
Catherine Deneuve,F,1943,~,Stranska,False,0,Indochine
Catherine Deneuve,F,1943,~,Stranska,True,0,Indochine
Sandy Dennis,F,1937,1992,Glavna,False,0,Who's Afraid of Virginia Woolf?
Sandy Dennis,F,1937,1992,Glavna,True,0,Who's Afraid of Virginia Woolf?
Sandy Dennis,F,1937,1992,Stranska,False,0,Who's Afraid of Virginia Woolf?
Sandy Dennis,F,1937,1992,Stranska,True,1,Who's Afraid of Virginia Woolf?
Gérard Depardieu,M,1948,~,Glavna,False,1,Cyrano de Bergerac
Gérard Depardieu,M,1948,~,Glavna,True,0,Cyrano de Bergerac
Gérard Depardieu,M,1948,~,Stranska,False,0,Cyrano de Bergerac
Gérard Depardieu,M,1948,~,Stranska,True,0,Cyrano de Bergerac
Johnny Depp,M,1963,~,Glavna,False,3,Pirates of the Caribbean
Johnny Depp,M,1963,~,Glavna,True,0,Pirates of the Caribbean
Johnny Depp,M,1963,~,Stranska,False,0,Pirates of the Caribbean
Johnny Depp,M,1963,~,Stranska,True,0,Pirates of the Caribbean
Bruce Dern,M,1936,~,Glavna,False,1,Nebraska
Bruce Dern,M,1936,~,Glavna,True,0,Nebraska
Bruce Dern,M,1936,~,Stranska,False,1,Nebraska
Bruce Dern,M,1936,~,Stranska,True,0,Nebraska
Laura Dern,F,1967,~,Glavna,False,1,Marriage Story
Laura Dern,F,1967,~,Glavna,True,0,Marriage Story
Laura Dern,F,1967,~,Stranska,False,1,Marriage Story
Laura Dern,F,1967,~,Stranska,True,1,Marriage Story
Brandon deWilde,M,1942,1972,Glavna,False,0,Shane
Brandon deWilde,M,1942,1972,Glavna,True,0,Shane
Brandon deWilde,M,1942,1972,Stranska,False,1,Shane
Brandon deWilde,M,1942,1972,Stranska,True,0,Shane
Leonardo DiCaprio,M,1974,~,Glavna,False,4,"Revenant, The"
Leonardo DiCaprio,M,1974,~,Glavna,True,1,"Revenant, The"
Leonardo DiCaprio,M,1974,~,Stranska,False,1,"Revenant, The"
Leonardo DiCaprio,M,1974,~,Stranska,True,0,"Revenant, The"
Marlene Dietrich,F,1901,1992,Glavna,False,1,Morocco
Marlene Dietrich,F,1901,1992,Glavna,True,0,Morocco
Marlene Dietrich,F,1901,1992,Stranska,False,0,Morocco
Marlene Dietrich,F,1901,1992,Stranska,True,0,Morocco
Matt Dillon,M,1964,~,Glavna,False,0,Crash
Matt Dillon,M,1964,~,Glavna,True,0,Crash
Matt Dillon,M,1964,~,Stranska,False,1,Crash
Matt Dillon,M,1964,~,Stranska,True,0,Crash
Melinda Dillon,F,1939,2023,Glavna,False,0,Close Encounters of the Third Kind
Melinda Dillon,F,1939,2023,Glavna,True,0,Close Encounters of the Third Kind
Melinda Dillon,F,1939,2023,Stranska,False,2,Close Encounters of the Third Kind
Melinda Dillon,F,1939,2023,Stranska,True,0,Close Encounters of the Third Kind
Richard Dix,M,1893,1949,Glavna,False,1,Cimarron
Richard Dix,M,1893,1949,Glavna,True,0,Cimarron
Richard Dix,M,1893,1949,Stranska,False,0,Cimarron
Richard Dix,M,1893,1949,Stranska,True,0,Cimarron
Colman Domingo,M,1969,~,Glavna,False,1,Rustin
Colman Domingo,M,1969,~,Glavna,True,0,Rustin
Colman Domingo,M,1969,~,Stranska,False,0,Rustin
Colman Domingo,M,1969,~,Stranska,True,0,Rustin
Robert Donat,M,1905,1958,Glavna,False,1,"Goodbye, Mr. Chips"
Robert Donat,M,1905,1958,Glavna,True,1,"Goodbye, Mr. Chips"
Robert Donat,M,1905,1958,Stranska,False,0,"Goodbye, Mr. Chips"
Robert Donat,M,1905,1958,Stranska,True,0,"Goodbye, Mr. Chips"
Brian Donlevy,M,1901,1972,Glavna,False,0,Beau Geste
Brian Donlevy,M,1901,1972,Glavna,True,0,Beau Geste
Brian Donlevy,M,1901,1972,Stranska,False,1,Beau Geste
Brian Donlevy,M,1901,1972,Stranska,True,0,Beau Geste
Kirk Douglas,M,1916,2020,Glavna,False,3,Champion
Kirk Douglas,M,1916,2020,Glavna,True,0,Champion
Kirk Douglas,M,1916,2020,Stranska,False,0,Champion
Kirk Douglas,M,1916,2020,Stranska,True,0,Champion
Melvyn Douglas,M,1901,1981,Glavna,False,1,Hud [w 12]
Melvyn Douglas,M,1901,1981,Glavna,True,0,Hud [w 12]
Melvyn Douglas,M,1901,1981,Stranska,False,0,Hud [w 12]
Melvyn Douglas,M,1901,1981,Stranska,True,2,Hud [w 12]
Michael Douglas,M,1944,~,Glavna,False,0,Wall Street
Michael Douglas,M,1944,~,Glavna,True,1,Wall Street
Michael Douglas,M,1944,~,Stranska,False,0,Wall Street
Michael Douglas,M,1944,~,Stranska,True,0,Wall Street
Brad Dourif,M,1950,~,Glavna,False,0,One Flew Over the Cuckoo's Nest
Brad Dourif,M,1950,~,Glavna,True,0,One Flew Over the Cuckoo's Nest
Brad Dourif,M,1950,~,Stranska,False,1,One Flew Over the Cuckoo's Nest
Brad Dourif,M,1950,~,Stranska,True,0,One Flew Over the Cuckoo's Nest
Robert Downey Jr.,M,1965,~,Glavna,False,1,Oppenheimer
Robert Downey Jr.,M,1965,~,Glavna,True,0,Oppenheimer
Robert Downey Jr.,M,1965,~,Stranska,False,1,Oppenheimer
Robert Downey Jr.,M,1965,~,Stranska,True,1,Oppenheimer
Louise Dresser,F,1878,1965,Glavna,False,1,"Ship Comes In, A"
Louise Dresser,F,1878,1965,Glavna,True,0,"Ship Comes In, A"
Louise Dresser,F,1878,1965,Stranska,False,0,"Ship Comes In, A"
Louise Dresser,F,1878,1965,Stranska,True,0,"Ship Comes In, A"
Marie Dressler,F,1868,1934,Glavna,False,1,Min and Bill
Marie Dressler,F,1868,1934,Glavna,True,1,Min and Bill
Marie Dressler,F,1868,1934,Stranska,False,0,Min and Bill
Marie Dressler,F,1868,1934,Stranska,True,0,Min and Bill
Richard Dreyfuss,M,1947,~,Glavna,False,1,"Goodbye Girl, The"
Richard Dreyfuss,M,1947,~,Glavna,True,1,"Goodbye Girl, The"
Richard Dreyfuss,M,1947,~,Stranska,False,0,"Goodbye Girl, The"
Richard Dreyfuss,M,1947,~,Stranska,True,0,"Goodbye Girl, The"
Adam Driver,M,1983,~,Glavna,False,1,BlacKkKlansman
Adam Driver,M,1983,~,Glavna,True,0,BlacKkKlansman
Adam Driver,M,1983,~,Stranska,False,1,BlacKkKlansman
Adam Driver,M,1983,~,Stranska,True,0,BlacKkKlansman
Minnie Driver,F,1970,~,Glavna,False,0,Good Will Hunting
Minnie Driver,F,1970,~,Glavna,True,0,Good Will Hunting
Minnie Driver,F,1970,~,Stranska,False,1,Good Will Hunting
Minnie Driver,F,1970,~,Stranska,True,0,Good Will Hunting
Jean Dujardin,M,1972,~,Glavna,False,0,"Artist, The"
Jean Dujardin,M,1972,~,Glavna,True,1,"Artist, The"
Jean Dujardin,M,1972,~,Stranska,False,0,"Artist, The"
Jean Dujardin,M,1972,~,Stranska,True,0,"Artist, The"
Olympia Dukakis,F,1931,2021,Glavna,False,0,Moonstruck
Olympia Dukakis,F,1931,2021,Glavna,True,0,Moonstruck
Olympia Dukakis,F,1931,2021,Stranska,False,0,Moonstruck
Olympia Dukakis,F,1931,2021,Stranska,True,1,Moonstruck
Patty Duke,F,1946,2016,Glavna,False,0,"Miracle Worker, The"
Patty Duke,F,1946,2016,Glavna,True,0,"Miracle Worker, The"
Patty Duke,F,1946,2016,Stranska,False,0,"Miracle Worker, The"
Patty Duke,F,1946,2016,Stranska,True,1,"Miracle Worker, The"
Faye Dunaway,F,1941,~,Glavna,False,2,Network
Faye Dunaway,F,1941,~,Glavna,True,1,Network
Faye Dunaway,F,1941,~,Stranska,False,0,Network
Faye Dunaway,F,1941,~,Stranska,True,0,Network
Michael Clarke Duncan,M,1957,2012,Glavna,False,0,"Green Mile, The"
Michael Clarke Duncan,M,1957,2012,Glavna,True,0,"Green Mile, The"
Michael Clarke Duncan,M,1957,2012,Stranska,False,1,"Green Mile, The"
Michael Clarke Duncan,M,1957,2012,Stranska,True,0,"Green Mile, The"
James Dunn,M,1901,1967,Glavna,False,0,"Tree Grows in Brooklyn, A"
James Dunn,M,1901,1967,Glavna,True,0,"Tree Grows in Brooklyn, A"
James Dunn,M,1901,1967,Stranska,False,0,"Tree Grows in Brooklyn, A"
James Dunn,M,1901,1967,Stranska,True,1,"Tree Grows in Brooklyn, A"
Michael Dunn,M,1934,1973,Glavna,False,0,Ship of Fools
Michael Dunn,M,1934,1973,Glavna,True,0,Ship of Fools
Michael Dunn,M,1934,1973,Stranska,False,1,Ship of Fools
Michael Dunn,M,1934,1973,Stranska,True,0,Ship of Fools
Irene Dunne,F,1898,1990,Glavna,False,5,Cimarron
Irene Dunne,F,1898,1990,Glavna,True,0,Cimarron
Irene Dunne,F,1898,1990,Stranska,False,0,Cimarron
Irene Dunne,F,1898,1990,Stranska,True,0,Cimarron
Mildred Dunnock,F,1901,1991,Glavna,False,0,Death of a Salesman
Mildred Dunnock,F,1901,1991,Glavna,True,0,Death of a Salesman
Mildred Dunnock,F,1901,1991,Stranska,False,2,Death of a Salesman
Mildred Dunnock,F,1901,1991,Stranska,True,0,Death of a Salesman
Kirsten Dunst,F,1982,~,Glavna,False,0,"Power of the Dog, The"
Kirsten Dunst,F,1982,~,Glavna,True,0,"Power of the Dog, The"
Kirsten Dunst,F,1982,~,Stranska,False,1,"Power of the Dog, The"
Kirsten Dunst,F,1982,~,Stranska,True,0,"Power of the Dog, The"
Charles Durning,M,1923,2012,Glavna,False,0,"Best Little Whorehouse in Texas, The"
Charles Durning,M,1923,2012,Glavna,True,0,"Best Little Whorehouse in Texas, The"
Charles Durning,M,1923,2012,Stranska,False,2,"Best Little Whorehouse in Texas, The"
Charles Durning,M,1923,2012,Stranska,True,0,"Best Little Whorehouse in Texas, The"
Robert Duvall,M,1931,~,Glavna,False,2,Tender Mercies
Robert Duvall,M,1931,~,Glavna,True,1,Tender Mercies
Robert Duvall,M,1931,~,Stranska,False,4,Tender Mercies
Robert Duvall,M,1931,~,Stranska,True,0,Tender Mercies
Jeanne Eagels,F,1890,1929,Glavna,False,1,"Letter, The"
Jeanne Eagels,F,1890,1929,Glavna,True,0,"Letter, The"
Jeanne Eagels,F,1890,1929,Stranska,False,0,"Letter, The"
Jeanne Eagels,F,1890,1929,Stranska,True,0,"Letter, The"
Clint Eastwood,M,1930,~,Glavna,False,2,Unforgiven
Clint Eastwood,M,1930,~,Glavna,True,0,Unforgiven
Clint Eastwood,M,1930,~,Stranska,False,0,Unforgiven
Clint Eastwood,M,1930,~,Stranska,True,0,Unforgiven
Samantha Eggar,F,1939,~,Glavna,False,1,"Collector, The"
Samantha Eggar,F,1939,~,Glavna,True,0,"Collector, The"
Samantha Eggar,F,1939,~,Stranska,False,0,"Collector, The"
Samantha Eggar,F,1939,~,Stranska,True,0,"Collector, The"
Jesse Eisenberg,M,1983,~,Glavna,False,1,"Social Network, The"
Jesse Eisenberg,M,1983,~,Glavna,True,0,"Social Network, The"
Jesse Eisenberg,M,1983,~,Stranska,False,0,"Social Network, The"
Jesse Eisenberg,M,1983,~,Stranska,True,0,"Social Network, The"
Chiwetel Ejiofor,M,1977,~,Glavna,False,1,12 Years a Slave
Chiwetel Ejiofor,M,1977,~,Glavna,True,0,12 Years a Slave
Chiwetel Ejiofor,M,1977,~,Stranska,False,0,12 Years a Slave
Chiwetel Ejiofor,M,1977,~,Stranska,True,0,12 Years a Slave
Denholm Elliott,M,1922,1992,Glavna,False,0,"Room with a View, A"
Denholm Elliott,M,1922,1992,Glavna,True,0,"Room with a View, A"
Denholm Elliott,M,1922,1992,Stranska,False,1,"Room with a View, A"
Denholm Elliott,M,1922,1992,Stranska,True,0,"Room with a View, A"
Sam Elliott,M,1944,~,Glavna,False,0,"Star Is Born, A"
Sam Elliott,M,1944,~,Glavna,True,0,"Star Is Born, A"
Sam Elliott,M,1944,~,Stranska,False,1,"Star Is Born, A"
Sam Elliott,M,1944,~,Stranska,True,0,"Star Is Born, A"
Aunjanue Ellis,F,1969,~,Glavna,False,0,King Richard
Aunjanue Ellis,F,1969,~,Glavna,True,0,King Richard
Aunjanue Ellis,F,1969,~,Stranska,False,1,King Richard
Aunjanue Ellis,F,1969,~,Stranska,True,0,King Richard
Hope Emerson,F,1897,1960,Glavna,False,0,Caged
Hope Emerson,F,1897,1960,Glavna,True,0,Caged
Hope Emerson,F,1897,1960,Stranska,False,1,Caged
Hope Emerson,F,1897,1960,Stranska,True,0,Caged
Cynthia Erivo,F,1987,~,Glavna,False,1,Harriet
Cynthia Erivo,F,1987,~,Glavna,True,0,Harriet
Cynthia Erivo,F,1987,~,Stranska,False,0,Harriet
Cynthia Erivo,F,1987,~,Stranska,True,0,Harriet
Stuart Erwin,M,1903,1967,Glavna,False,0,Pigskin Parade
Stuart Erwin,M,1903,1967,Glavna,True,0,Pigskin Parade
Stuart Erwin,M,1903,1967,Stranska,False,1,Pigskin Parade
Stuart Erwin,M,1903,1967,Stranska,True,0,Pigskin Parade
Edith Evans,F,1888,1976,Glavna,False,1,"Whisperers, The"
Edith Evans,F,1888,1976,Glavna,True,0,"Whisperers, The"
Edith Evans,F,1888,1976,Stranska,False,2,"Whisperers, The"
Edith Evans,F,1888,1976,Stranska,True,0,"Whisperers, The"
Peter Falk,M,1927,2011,Glavna,False,0,"Murder, Inc."
Peter Falk,M,1927,2011,Glavna,True,0,"Murder, Inc."
Peter Falk,M,1927,2011,Stranska,False,2,"Murder, Inc."
Peter Falk,M,1927,2011,Stranska,True,0,"Murder, Inc."
Vera Farmiga,F,1973,~,Glavna,False,0,Up in the Air
Vera Farmiga,F,1973,~,Glavna,True,0,Up in the Air
Vera Farmiga,F,1973,~,Stranska,False,1,Up in the Air
Vera Farmiga,F,1973,~,Stranska,True,0,Up in the Air
Richard Farnsworth,M,1920,2000,Glavna,False,1,"Straight Story, The"
Richard Farnsworth,M,1920,2000,Glavna,True,0,"Straight Story, The"
Richard Farnsworth,M,1920,2000,Stranska,False,1,"Straight Story, The"
Richard Farnsworth,M,1920,2000,Stranska,True,0,"Straight Story, The"
Colin Farrell,M,1976,~,Glavna,False,1,"Banshees of Inisherin, The"
Colin Farrell,M,1976,~,Glavna,True,0,"Banshees of Inisherin, The"
Colin Farrell,M,1976,~,Stranska,False,0,"Banshees of Inisherin, The"
Colin Farrell,M,1976,~,Stranska,True,0,"Banshees of Inisherin, The"
Michael Fassbender,M,1977,~,Glavna,False,1,Steve Jobs
Michael Fassbender,M,1977,~,Glavna,True,0,Steve Jobs
Michael Fassbender,M,1977,~,Stranska,False,1,Steve Jobs
Michael Fassbender,M,1977,~,Stranska,True,0,Steve Jobs
José Ferrer,M,1912,1992,Glavna,False,1,Cyrano de Bergerac
José Ferrer,M,1912,1992,Glavna,True,1,Cyrano de Bergerac
José Ferrer,M,1912,1992,Stranska,False,1,Cyrano de Bergerac
José Ferrer,M,1912,1992,Stranska,True,0,Cyrano de Bergerac
America Ferrera,F,1984,~,Glavna,False,0,Barbie
America Ferrera,F,1984,~,Glavna,True,0,Barbie
America Ferrera,F,1984,~,Stranska,False,1,Barbie
America Ferrera,F,1984,~,Stranska,True,0,Barbie
Sally Field,F,1946,~,Glavna,False,0,Norma Rae [w 13]
Sally Field,F,1946,~,Glavna,True,2,Norma Rae [w 13]
Sally Field,F,1946,~,Stranska,False,1,Norma Rae [w 13]
Sally Field,F,1946,~,Stranska,True,0,Norma Rae [w 13]
Ralph Fiennes,M,1962,~,Glavna,False,1,"English Patient, The"
Ralph Fiennes,M,1962,~,Glavna,True,0,"English Patient, The"
Ralph Fiennes,M,1962,~,Stranska,False,1,"English Patient, The"
Ralph Fiennes,M,1962,~,Stranska,True,0,"English Patient, The"
Peter Finch,M,1916,1977,Glavna,False,1,Network
Peter Finch,M,1916,1977,Glavna,True,1,Network
Peter Finch,M,1916,1977,Stranska,False,0,Network
Peter Finch,M,1916,1977,Stranska,True,0,Network
Frank Finlay,M,1926,2016,Glavna,False,0,Othello
Frank Finlay,M,1926,2016,Glavna,True,0,Othello
Frank Finlay,M,1926,2016,Stranska,False,1,Othello
Frank Finlay,M,1926,2016,Stranska,True,0,Othello
Albert Finney,M,1936,2019,Glavna,False,4,Tom Jones
Albert Finney,M,1936,2019,Glavna,True,0,Tom Jones
Albert Finney,M,1936,2019,Stranska,False,1,Tom Jones
Albert Finney,M,1936,2019,Stranska,True,0,Tom Jones
Colin Firth,M,1960,~,Glavna,False,1,"King's Speech, The"
Colin Firth,M,1960,~,Glavna,True,1,"King's Speech, The"
Colin Firth,M,1960,~,Stranska,False,0,"King's Speech, The"
Colin Firth,M,1960,~,Stranska,True,0,"King's Speech, The"
Peter Firth,M,1953,~,Glavna,False,0,Equus
Peter Firth,M,1953,~,Glavna,True,0,Equus
Peter Firth,M,1953,~,Stranska,False,1,Equus
Peter Firth,M,1953,~,Stranska,True,0,Equus
Laurence Fishburne,M,1961,~,Glavna,False,1,What's Love Got to Do with It
Laurence Fishburne,M,1961,~,Glavna,True,0,What's Love Got to Do with It
Laurence Fishburne,M,1961,~,Stranska,False,0,What's Love Got to Do with It
Laurence Fishburne,M,1961,~,Stranska,True,0,What's Love Got to Do with It
Barry Fitzgerald,M,1888,1961,Glavna,False,1,Going My Way [n 3]
Barry Fitzgerald,M,1888,1961,Glavna,True,0,Going My Way [n 3]
Barry Fitzgerald,M,1888,1961,Stranska,False,0,Going My Way [n 3]
Barry Fitzgerald,M,1888,1961,Stranska,True,1,Going My Way [n 3]
Geraldine Fitzgerald,F,1913,2005,Glavna,False,0,Wuthering Heights
Geraldine Fitzgerald,F,1913,2005,Glavna,True,0,Wuthering Heights
Geraldine Fitzgerald,F,1913,2005,Stranska,False,1,Wuthering Heights
Geraldine Fitzgerald,F,1913,2005,Stranska,True,0,Wuthering Heights
Louise Fletcher,F,1934,2022,Glavna,False,0,One Flew Over the Cuckoo's Nest
Louise Fletcher,F,1934,2022,Glavna,True,1,One Flew Over the Cuckoo's Nest
Louise Fletcher,F,1934,2022,Stranska,False,0,One Flew Over the Cuckoo's Nest
Louise Fletcher,F,1934,2022,Stranska,True,0,One Flew Over the Cuckoo's Nest
Nina Foch,F,1924,2008,Glavna,False,0,Executive Suite
Nina Foch,F,1924,2008,Glavna,True,0,Executive Suite
Nina Foch,F,1924,2008,Stranska,False,1,Executive Suite
Nina Foch,F,1924,2008,Stranska,True,0,Executive Suite
Henry Fonda,M,1905,1982,Glavna,False,1,On Golden Pond
Henry Fonda,M,1905,1982,Glavna,True,1,On Golden Pond
Henry Fonda,M,1905,1982,Stranska,False,0,On Golden Pond
Henry Fonda,M,1905,1982,Stranska,True,0,On Golden Pond
Jane Fonda,F,1937,~,Glavna,False,4,Klute [w 14]
Jane Fonda,F,1937,~,Glavna,True,2,Klute [w 14]
Jane Fonda,F,1937,~,Stranska,False,1,Klute [w 14]
Jane Fonda,F,1937,~,Stranska,True,0,Klute [w 14]
Peter Fonda,M,1940,2019,Glavna,False,1,Ulee's Gold
Peter Fonda,M,1940,2019,Glavna,True,0,Ulee's Gold
Peter Fonda,M,1940,2019,Stranska,False,0,Ulee's Gold
Peter Fonda,M,1940,2019,Stranska,True,0,Ulee's Gold
Joan Fontaine,F,1917,2013,Glavna,False,2,Suspicion
Joan Fontaine,F,1917,2013,Glavna,True,1,Suspicion
Joan Fontaine,F,1917,2013,Stranska,False,0,Suspicion
Joan Fontaine,F,1917,2013,Stranska,True,0,Suspicion
Lynn Fontanne,F,1887,1983,Glavna,False,1,"Guardsman, The"
Lynn Fontanne,F,1887,1983,Glavna,True,0,"Guardsman, The"
Lynn Fontanne,F,1887,1983,Stranska,False,0,"Guardsman, The"
Lynn Fontanne,F,1887,1983,Stranska,True,0,"Guardsman, The"
Harrison Ford,M,1942,~,Glavna,False,1,Witness
Harrison Ford,M,1942,~,Glavna,True,0,Witness
Harrison Ford,M,1942,~,Stranska,False,0,Witness
Harrison Ford,M,1942,~,Stranska,True,0,Witness
Frederic Forrest,M,1936,2023,Glavna,False,0,"Rose, The"
Frederic Forrest,M,1936,2023,Glavna,True,0,"Rose, The"
Frederic Forrest,M,1936,2023,Stranska,False,1,"Rose, The"
Frederic Forrest,M,1936,2023,Stranska,True,0,"Rose, The"
Robert Forster,M,1941,2019,Glavna,False,0,Jackie Brown
Robert Forster,M,1941,2019,Glavna,True,0,Jackie Brown
Robert Forster,M,1941,2019,Stranska,False,1,Jackie Brown
Robert Forster,M,1941,2019,Stranska,True,0,Jackie Brown
Jodie Foster,F,1962,~,Glavna,False,1,"Accused, The [w 15]"
Jodie Foster,F,1962,~,Glavna,True,2,"Accused, The [w 15]"
Jodie Foster,F,1962,~,Stranska,False,2,"Accused, The [w 15]"
Jodie Foster,F,1962,~,Stranska,True,0,"Accused, The [w 15]"
Jamie Foxx,M,1967,~,Glavna,False,0,Ray [n 4]
Jamie Foxx,M,1967,~,Glavna,True,1,Ray [n 4]
Jamie Foxx,M,1967,~,Stranska,False,1,Ray [n 4]
Jamie Foxx,M,1967,~,Stranska,True,0,Ray [n 4]
Anthony Franciosa,M,1928,2006,Glavna,False,1,"Hatful of Rain, A"
Anthony Franciosa,M,1928,2006,Glavna,True,0,"Hatful of Rain, A"
